Stack_Number,Frame_Index,Z_Coordinate
347,3,2958.025
347,2,2957.025
347,1,2956.025
347,0,2955.025
347,4,2959.025
348,6,2960.925
348,8,2962.925
348,7,2961.925
348,5,2959.925
348,0,2954.925
348,3,2957.925
348,2,2956.925
348,1,2955.925
348,4,2958.925
349,6,2960.9500000000003
349,8,2962.9500000000003
349,7,2961.9500000000003
349,5,2959.9500000000003
349,4,2958.9500000000003
349,3,2957.9500000000003
349,2,2956.9500000000003
349,1,2955.9500000000003
349,0,2954.9500000000003
350,8,2962.8250000000003
350,7,2961.8250000000003
350,6,2960.8250000000003
350,5,2959.8250000000003
350,0,2954.8250000000003
350,3,2957.8250000000003
350,2,2956.8250000000003
350,1,2955.8250000000003
350,4,2958.8250000000003
351,8,2962.8
351,7,2961.8
351,6,2960.8
351,5,2959.8
351,4,2958.8
351,3,2957.8
351,2,2956.8
351,1,2955.8
351,0,2954.8
352,1,2955.4750000000004
352,2,2956.4750000000004
352,3,2957.4750000000004
352,4,2958.4750000000004
352,5,2959.4750000000004
352,6,2960.4750000000004
352,7,2961.4750000000004
352,8,2962.4750000000004
352,0,2954.4750000000004
353,8,2962.5
353,7,2961.5
353,6,2960.5
353,5,2959.5
353,3,2957.5
353,2,2956.5
353,1,2955.5
353,0,2954.5
353,4,2958.5
354,8,2962.5
354,7,2961.5
354,6,2960.5
354,5,2959.5
354,4,2958.5
354,3,2957.5
354,2,2956.5
354,1,2955.5
354,0,2954.5
355,8,2962.125
355,7,2961.125
355,6,2960.125
355,5,2959.125
355,4,2958.125
355,3,2957.125
355,2,2956.125
355,1,2955.125
355,0,2954.125
356,0,2954.1000000000004
356,1,2955.1000000000004
356,2,2956.1000000000004
356,3,2957.1000000000004
356,4,2958.1000000000004
356,5,2959.1000000000004
356,6,2960.1000000000004
356,7,2961.1000000000004
356,8,2962.1000000000004
357,8,2963.7250000000004
357,7,2962.7250000000004
357,6,2961.7250000000004
357,5,2960.7250000000004
357,4,2959.7250000000004
357,3,2958.7250000000004
357,2,2957.7250000000004
357,1,2956.7250000000004
357,0,2955.7250000000004
358,8,2963.5750000000003
358,7,2962.5750000000003
358,6,2961.5750000000003
358,5,2960.5750000000003
358,4,2959.5750000000003
358,3,2958.5750000000003
358,2,2957.5750000000003
358,1,2956.5750000000003
358,0,2955.5750000000003
359,8,2963.425
359,7,2962.425
359,6,2961.425
359,5,2960.425
359,3,2958.425
359,2,2957.425
359,1,2956.425
359,0,2955.425
359,4,2959.425
360,7,2962.4
360,0,2955.4
360,1,2956.4
360,2,2957.4
360,3,2958.4
360,4,2959.4
360,5,2960.4
360,6,2961.4
360,8,2963.4
361,6,2961.3
361,5,2960.3
361,8,2963.3
361,7,2962.3
361,4,2959.3
361,0,2955.3
361,2,2957.3
361,1,2956.3
361,3,2958.3
362,0,2955.4
362,1,2956.4
362,2,2957.4
362,3,2958.4
362,4,2959.4
362,5,2960.4
362,6,2961.4
362,7,2962.4
362,8,2963.4
363,8,2963.125
363,7,2962.125
363,6,2961.125
363,5,2960.125
363,4,2959.125
363,2,2957.125
363,1,2956.125
363,0,2955.125
363,3,2958.125
364,3,2958.025
364,0,2955.025
364,1,2956.025
364,2,2957.025
364,4,2959.025
364,5,2960.025
364,6,2961.025
364,7,2962.025
364,8,2963.025
365,8,2962.925
365,5,2959.925
365,7,2961.925
365,6,2960.925
365,4,2958.925
365,1,2955.925
365,2,2956.925
365,0,2954.925
365,3,2957.925
366,8,2962.9500000000003
366,7,2961.9500000000003
366,6,2960.9500000000003
366,5,2959.9500000000003
366,4,2958.9500000000003
366,2,2956.9500000000003
366,1,2955.9500000000003
366,0,2954.9500000000003
366,3,2957.9500000000003
367,5,2959.8250000000003
367,7,2961.8250000000003
367,6,2960.8250000000003
367,8,2962.8250000000003
367,4,2958.8250000000003
367,1,2955.8250000000003
367,2,2956.8250000000003
367,0,2954.8250000000003
367,3,2957.8250000000003
368,7,2961.8
368,8,2962.8
368,0,2954.8
368,1,2955.8
368,2,2956.8
368,3,2957.8
368,4,2958.8
368,5,2959.8
368,6,2960.8
369,0,2954.4750000000004
369,1,2955.4750000000004
369,2,2956.4750000000004
369,3,2957.4750000000004
369,4,2958.4750000000004
369,5,2959.4750000000004
369,6,2960.4750000000004
369,7,2961.4750000000004
369,8,2962.4750000000004
370,5,2959.5
370,8,2962.5
370,7,2961.5
370,6,2960.5
370,4,2958.5
370,0,2954.5
370,2,2956.5
370,1,2955.5
370,3,2957.5
371,8,2962.5
371,6,2960.5
371,7,2961.5
371,4,2958.5
371,5,2959.5
371,2,2956.5
371,1,2955.5
371,0,2954.5
371,3,2957.5
372,8,2962.125
372,6,2960.125
372,7,2961.125
372,4,2958.125
372,5,2959.125
372,2,2956.125
372,1,2955.125
372,0,2954.125
372,3,2957.125
373,8,2962.1000000000004
373,7,2961.1000000000004
373,6,2960.1000000000004
373,5,2959.1000000000004
373,4,2958.1000000000004
373,3,2957.1000000000004
373,1,2955.1000000000004
373,0,2954.1000000000004
373,2,2956.1000000000004
374,6,2961.7250000000004
374,8,2963.7250000000004
374,7,2962.7250000000004
374,4,2959.7250000000004
374,5,2960.7250000000004
374,2,2957.7250000000004
374,1,2956.7250000000004
374,0,2955.7250000000004
374,3,2958.7250000000004
375,8,2963.5750000000003
375,7,2962.5750000000003
375,6,2961.5750000000003
375,5,2960.5750000000003
375,4,2959.5750000000003
375,3,2958.5750000000003
375,1,2956.5750000000003
375,0,2955.5750000000003
375,2,2957.5750000000003
376,6,2961.425
376,8,2963.425
376,7,2962.425
376,4,2959.425
376,5,2960.425
376,2,2957.425
376,0,2955.425
376,3,2958.425
376,1,2956.425
377,0,2955.4
377,1,2956.4
377,2,2957.4
377,4,2959.4
377,5,2960.4
377,6,2961.4
377,7,2962.4
377,8,2963.4
377,3,2958.4
378,8,2963.3
378,7,2962.3
378,4,2959.3
378,6,2961.3
378,5,2960.3
378,3,2958.3
378,1,2956.3
378,0,2955.3
378,2,2957.3
379,8,2963.4
379,7,2962.4
379,6,2961.4
379,5,2960.4
379,4,2959.4
379,2,2957.4
379,1,2956.4
379,0,2955.4
379,3,2958.4
380,8,2963.125
380,5,2960.125
380,7,2962.125
380,6,2961.125
380,4,2959.125
380,1,2956.125
380,2,2957.125
380,0,2955.125
380,3,2958.125
381,0,2955.025
381,1,2956.025
381,2,2957.025
381,3,2958.025
381,4,2959.025
381,5,2960.025
381,6,2961.025
381,7,2962.025
381,8,2963.025
382,8,2962.925
382,7,2961.925
382,6,2960.925
382,5,2959.925
382,4,2958.925
382,2,2956.925
382,1,2955.925
382,0,2954.925
382,3,2957.925
383,8,2962.9500000000003
383,7,2961.9500000000003
383,6,2960.9500000000003
383,5,2959.9500000000003
383,4,2958.9500000000003
383,3,2957.9500000000003
383,1,2955.9500000000003
383,0,2954.9500000000003
383,2,2956.9500000000003
384,8,2962.8250000000003
384,5,2959.8250000000003
384,7,2961.8250000000003
384,6,2960.8250000000003
384,4,2958.8250000000003
384,0,2954.8250000000003
384,2,2956.8250000000003
384,1,2955.8250000000003
384,3,2957.8250000000003
385,7,2961.8
385,6,2960.8
385,5,2959.8
385,4,2958.8
385,8,2962.8
385,2,2956.8
385,1,2955.8
385,0,2954.8
385,3,2957.8
386,8,2962.4750000000004
386,7,2961.4750000000004
386,6,2960.4750000000004
386,5,2959.4750000000004
386,4,2958.4750000000004
386,3,2957.4750000000004
386,1,2955.4750000000004
386,0,2954.4750000000004
386,2,2956.4750000000004
387,5,2959.5
387,7,2961.5
387,6,2960.5
387,4,2958.5
387,8,2962.5
387,2,2956.5
387,0,2954.5
387,3,2957.5
387,1,2955.5
388,0,2954.5
388,1,2955.5
388,2,2956.5
388,4,2958.5
388,5,2959.5
388,6,2960.5
388,7,2961.5
388,8,2962.5
388,3,2957.5
389,8,2962.125
389,7,2961.125
389,4,2958.125
389,6,2960.125
389,5,2959.125
389,3,2957.125
389,1,2955.125
389,0,2954.125
389,2,2956.125
390,8,2962.1000000000004
390,7,2961.1000000000004
390,6,2960.1000000000004
390,5,2959.1000000000004
390,4,2958.1000000000004
390,2,2956.1000000000004
390,1,2955.1000000000004
390,0,2954.1000000000004
390,3,2957.1000000000004
391,5,2960.7250000000004
391,8,2963.7250000000004
391,7,2962.7250000000004
391,6,2961.7250000000004
391,4,2959.7250000000004
391,0,2955.7250000000004
391,2,2957.7250000000004
391,3,2958.7250000000004
391,1,2956.7250000000004
392,0,2955.5750000000003
392,1,2956.5750000000003
392,2,2957.5750000000003
392,3,2958.5750000000003
392,4,2959.5750000000003
392,5,2960.5750000000003
392,6,2961.5750000000003
392,7,2962.5750000000003
392,8,2963.5750000000003
393,5,2960.425
393,8,2963.425
393,7,2962.425
393,6,2961.425
393,4,2959.425
393,2,2957.425
393,1,2956.425
393,0,2955.425
393,3,2958.425
394,3,2958.4
394,0,2955.4
394,1,2956.4
394,2,2957.4
394,4,2959.4
394,5,2960.4
394,6,2961.4
394,7,2962.4
394,8,2963.4
395,5,2960.3
395,4,2959.3
395,7,2962.3
395,6,2961.3
395,8,2963.3
395,3,2958.3
395,1,2956.3
395,2,2957.3
395,0,2955.3
396,0,2955.4
396,1,2956.4
396,2,2957.4
396,3,2958.4
396,5,2960.4
396,6,2961.4
396,7,2962.4
396,8,2963.4
396,4,2959.4
397,8,2963.125
397,7,2962.125
397,4,2959.125
397,6,2961.125
397,5,2960.125
397,3,2958.125
397,1,2956.125
397,0,2955.125
397,2,2957.125
398,0,2955.025
398,1,2956.025
398,2,2957.025
398,3,2958.025
398,4,2959.025
398,5,2960.025
398,6,2961.025
398,7,2962.025
398,8,2963.025
399,8,2962.925
399,6,2960.925
399,7,2961.925
399,4,2958.925
399,5,2959.925
399,2,2956.925
399,0,2954.925
399,3,2957.925
399,1,2955.925
400,0,2954.9500000000003
400,1,2955.9500000000003
400,2,2956.9500000000003
400,3,2957.9500000000003
400,4,2958.9500000000003
400,5,2959.9500000000003
400,6,2960.9500000000003
400,7,2961.9500000000003
400,8,2962.9500000000003
401,5,2959.8250000000003
401,8,2962.8250000000003
401,7,2961.8250000000003
401,6,2960.8250000000003
401,4,2958.8250000000003
401,0,2954.8250000000003
401,2,2956.8250000000003
401,1,2955.8250000000003
401,3,2957.8250000000003
402,7,2961.8
402,5,2959.8
402,6,2960.8
402,4,2958.8
402,8,2962.8
402,2,2956.8
402,1,2955.8
402,0,2954.8
402,3,2957.8
403,5,2959.4750000000004
403,7,2961.4750000000004
403,8,2962.4750000000004
403,6,2960.4750000000004
403,4,2958.4750000000004
403,0,2954.4750000000004
403,2,2956.4750000000004
403,1,2955.4750000000004
403,3,2957.4750000000004
404,7,2961.5
404,6,2960.5
404,5,2959.5
404,4,2958.5
404,8,2962.5
404,2,2956.5
404,1,2955.5
404,0,2954.5
404,3,2957.5
405,8,2962.5
405,7,2961.5
405,6,2960.5
405,5,2959.5
405,4,2958.5
405,3,2957.5
405,1,2955.5
405,0,2954.5
405,2,2956.5
406,4,2958.125
406,7,2961.125
406,6,2960.125
406,5,2959.125
406,8,2962.125
406,3,2957.125
406,1,2955.125
406,0,2954.125
406,2,2956.125
407,7,2961.1000000000004
407,6,2960.1000000000004
407,5,2959.1000000000004
407,4,2958.1000000000004
407,8,2962.1000000000004
407,2,2956.1000000000004
407,1,2955.1000000000004
407,0,2954.1000000000004
407,3,2957.1000000000004
408,8,2963.7250000000004
408,7,2962.7250000000004
408,6,2961.7250000000004
408,5,2960.7250000000004
408,4,2959.7250000000004
408,3,2958.7250000000004
408,1,2956.7250000000004
408,0,2955.7250000000004
408,2,2957.7250000000004
409,5,2960.5750000000003
409,7,2962.5750000000003
409,6,2961.5750000000003
409,4,2959.5750000000003
409,8,2963.5750000000003
409,2,2957.5750000000003
409,0,2955.5750000000003
409,3,2958.5750000000003
409,1,2956.5750000000003
410,0,2955.425
410,1,2956.425
410,2,2957.425
410,4,2959.425
410,5,2960.425
410,6,2961.425
410,7,2962.425
410,8,2963.425
410,3,2958.425
411,8,2963.4
411,7,2962.4
411,4,2959.4
411,6,2961.4
411,5,2960.4
411,3,2958.4
411,1,2956.4
411,0,2955.4
411,2,2957.4
412,0,2955.3
412,1,2956.3
412,2,2957.3
412,3,2958.3
412,4,2959.3
412,5,2960.3
412,6,2961.3
412,7,2962.3
412,8,2963.3
413,6,2961.4
413,8,2963.4
413,7,2962.4
413,4,2959.4
413,5,2960.4
413,2,2957.4
413,1,2956.4
413,0,2955.4
413,3,2958.4
414,8,2963.125
414,7,2962.125
414,6,2961.125
414,5,2960.125
414,4,2959.125
414,3,2958.125
414,2,2957.125
414,1,2956.125
414,0,2955.125
415,8,2963.025
415,7,2962.025
415,6,2961.025
415,5,2960.025
415,4,2959.025
415,3,2958.025
415,2,2957.025
415,1,2956.025
415,0,2955.025
416,8,2962.925
416,7,2961.925
416,6,2960.925
416,5,2959.925
416,4,2958.925
416,2,2956.925
416,1,2955.925
416,0,2954.925
416,3,2957.925
417,5,2959.9500000000003
417,8,2962.9500000000003
417,7,2961.9500000000003
417,6,2960.9500000000003
417,4,2958.9500000000003
417,3,2957.9500000000003
417,2,2956.9500000000003
417,1,2955.9500000000003
417,0,2954.9500000000003
418,8,2962.8250000000003
418,7,2961.8250000000003
418,6,2960.8250000000003
418,5,2959.8250000000003
418,4,2958.8250000000003
418,2,2956.8250000000003
418,1,2955.8250000000003
418,0,2954.8250000000003
418,3,2957.8250000000003
419,5,2959.8
419,8,2962.8
419,7,2961.8
419,6,2960.8
419,4,2958.8
419,3,2957.8
419,2,2956.8
419,1,2955.8
419,0,2954.8
420,0,2954.4750000000004
420,1,2955.4750000000004
420,2,2956.4750000000004
420,3,2957.4750000000004
420,4,2958.4750000000004
420,5,2959.4750000000004
420,6,2960.4750000000004
420,7,2961.4750000000004
420,8,2962.4750000000004
421,8,2962.5
421,6,2960.5
421,5,2959.5
421,4,2958.5
421,7,2961.5
421,2,2956.5
421,1,2955.5
421,0,2954.5
421,3,2957.5
422,8,2962.5
422,7,2961.5
422,6,2960.5
422,5,2959.5
422,4,2958.5
422,3,2957.5
422,2,2956.5
422,1,2955.5
422,0,2954.5
423,8,2962.125
423,7,2961.125
423,6,2960.125
423,5,2959.125
423,4,2958.125
423,3,2957.125
423,2,2956.125
423,1,2955.125
423,0,2954.125
424,0,2954.1000000000004
424,1,2955.1000000000004
424,2,2956.1000000000004
424,3,2957.1000000000004
424,4,2958.1000000000004
424,5,2959.1000000000004
424,6,2960.1000000000004
424,7,2961.1000000000004
424,8,2962.1000000000004
425,8,2963.7250000000004
425,6,2961.7250000000004
425,5,2960.7250000000004
425,4,2959.7250000000004
425,7,2962.7250000000004
425,2,2957.7250000000004
425,1,2956.7250000000004
425,0,2955.7250000000004
425,3,2958.7250000000004
426,8,2963.5750000000003
426,7,2962.5750000000003
426,6,2961.5750000000003
426,5,2960.5750000000003
426,4,2959.5750000000003
426,3,2958.5750000000003
426,2,2957.5750000000003
426,1,2956.5750000000003
426,0,2955.5750000000003
427,8,2963.425
427,6,2961.425
427,5,2960.425
427,4,2959.425
427,7,2962.425
427,2,2957.425
427,1,2956.425
427,0,2955.425
427,3,2958.425
428,8,2963.4
428,6,2961.4
428,5,2960.4
428,4,2959.4
428,7,2962.4
428,2,2957.4
428,1,2956.4
428,0,2955.4
428,3,2958.4
429,8,2963.3
429,7,2962.3
429,6,2961.3
429,5,2960.3
429,4,2959.3
429,3,2958.3
429,1,2956.3
429,0,2955.3
429,2,2957.3
430,6,2961.4
430,8,2963.4
430,7,2962.4
430,4,2959.4
430,5,2960.4
430,2,2957.4
430,0,2955.4
430,3,2958.4
430,1,2956.4
431,0,2955.125
431,1,2956.125
431,2,2957.125
431,3,2958.125
431,4,2959.125
431,5,2960.125
431,6,2961.125
431,7,2962.125
431,8,2963.125
432,5,2960.025
432,8,2963.025
432,7,2962.025
432,6,2961.025
432,4,2959.025
432,0,2955.025
432,2,2957.025
432,1,2956.025
432,3,2958.025
433,8,2962.925
433,5,2959.925
433,6,2960.925
433,4,2958.925
433,7,2961.925
433,2,2956.925
433,1,2955.925
433,0,2954.925
433,3,2957.925
434,7,2961.9500000000003
434,5,2959.9500000000003
434,8,2962.9500000000003
434,6,2960.9500000000003
434,4,2958.9500000000003
434,0,2954.9500000000003
434,2,2956.9500000000003
434,1,2955.9500000000003
434,3,2957.9500000000003
435,8,2962.8250000000003
435,7,2961.8250000000003
435,5,2959.8250000000003
435,4,2958.8250000000003
435,6,2960.8250000000003
435,2,2956.8250000000003
435,1,2955.8250000000003
435,0,2954.8250000000003
435,3,2957.8250000000003
436,7,2961.8
436,0,2954.8
436,1,2955.8
436,2,2956.8
436,3,2957.8
436,4,2958.8
436,5,2959.8
436,6,2960.8
436,8,2962.8
437,6,2960.4750000000004
437,5,2959.4750000000004
437,8,2962.4750000000004
437,7,2961.4750000000004
437,4,2958.4750000000004
437,3,2957.4750000000004
437,2,2956.4750000000004
437,1,2955.4750000000004
437,0,2954.4750000000004
438,7,2961.5
438,6,2960.5
438,5,2959.5
438,4,2958.5
438,8,2962.5
438,2,2956.5
438,1,2955.5
438,0,2954.5
438,3,2957.5
439,8,2962.5
439,7,2961.5
439,6,2960.5
439,5,2959.5
439,4,2958.5
439,3,2957.5
439,1,2955.5
439,0,2954.5
439,2,2956.5
440,5,2959.125
440,7,2961.125
440,6,2960.125
440,4,2958.125
440,8,2962.125
440,2,2956.125
440,0,2954.125
440,3,2957.125
440,1,2955.125
441,0,2954.1000000000004
441,1,2955.1000000000004
441,2,2956.1000000000004
441,4,2958.1000000000004
441,5,2959.1000000000004
441,6,2960.1000000000004
441,7,2961.1000000000004
441,8,2962.1000000000004
441,3,2957.1000000000004
442,8,2963.7250000000004
442,7,2962.7250000000004
442,4,2959.7250000000004
442,6,2961.7250000000004
442,5,2960.7250000000004
442,3,2958.7250000000004
442,1,2956.7250000000004
442,0,2955.7250000000004
442,2,2957.7250000000004
443,8,2963.5750000000003
443,7,2962.5750000000003
443,6,2961.5750000000003
443,5,2960.5750000000003
443,4,2959.5750000000003
443,2,2957.5750000000003
443,1,2956.5750000000003
443,0,2955.5750000000003
443,3,2958.5750000000003
444,7,2962.425
444,4,2959.425
444,6,2961.425
444,5,2960.425
444,8,2963.425
444,3,2958.425
444,1,2956.425
444,2,2957.425
444,0,2955.425
445,0,2955.4
445,1,2956.4
445,2,2957.4
445,3,2958.4
445,4,2959.4
445,5,2960.4
445,6,2961.4
445,7,2962.4
445,8,2963.4
446,5,2960.3
446,8,2963.3
446,7,2962.3
446,6,2961.3
446,4,2959.3
446,0,2955.3
446,2,2957.3
446,1,2956.3
446,3,2958.3
447,7,2962.4
447,5,2960.4
447,6,2961.4
447,4,2959.4
447,8,2963.4
447,2,2957.4
447,1,2956.4
447,0,2955.4
447,3,2958.4
448,5,2960.125
448,7,2962.125
448,8,2963.125
448,6,2961.125
448,4,2959.125
448,0,2955.125
448,2,2957.125
448,1,2956.125
448,3,2958.125
449,7,2962.025
449,6,2961.025
449,5,2960.025
449,4,2959.025
449,8,2963.025
449,2,2957.025
449,1,2956.025
449,0,2955.025
449,3,2958.025
450,8,2962.925
450,7,2961.925
450,6,2960.925
450,5,2959.925
450,4,2958.925
450,3,2957.925
450,1,2955.925
450,0,2954.925
450,2,2956.925
451,4,2958.9500000000003
451,7,2961.9500000000003
451,6,2960.9500000000003
451,5,2959.9500000000003
451,8,2962.9500000000003
451,3,2957.9500000000003
451,1,2955.9500000000003
451,0,2954.9500000000003
451,2,2956.9500000000003
452,7,2961.8250000000003
452,6,2960.8250000000003
452,5,2959.8250000000003
452,4,2958.8250000000003
452,8,2962.8250000000003
452,2,2956.8250000000003
452,1,2955.8250000000003
452,0,2954.8250000000003
452,3,2957.8250000000003
453,8,2962.8
453,7,2961.8
453,6,2960.8
453,5,2959.8
453,4,2958.8
453,3,2957.8
453,1,2955.8
453,0,2954.8
453,2,2956.8
454,5,2959.4750000000004
454,7,2961.4750000000004
454,6,2960.4750000000004
454,4,2958.4750000000004
454,8,2962.4750000000004
454,2,2956.4750000000004
454,0,2954.4750000000004
454,3,2957.4750000000004
454,1,2955.4750000000004
455,0,2954.5
455,1,2955.5
455,2,2956.5
455,4,2958.5
455,5,2959.5
455,6,2960.5
455,7,2961.5
455,8,2962.5
455,3,2957.5
456,8,2962.5
456,7,2961.5
456,4,2958.5
456,6,2960.5
456,5,2959.5
456,3,2957.5
456,1,2955.5
456,0,2954.5
456,2,2956.5
457,0,2954.125
457,1,2955.125
457,2,2956.125
457,3,2957.125
457,4,2958.125
457,5,2959.125
457,6,2960.125
457,7,2961.125
457,8,2962.125
458,8,2962.1000000000004
458,6,2960.1000000000004
458,7,2961.1000000000004
458,4,2958.1000000000004
458,5,2959.1000000000004
458,2,2956.1000000000004
458,0,2954.1000000000004
458,3,2957.1000000000004
458,1,2955.1000000000004
459,0,2955.7250000000004
459,1,2956.7250000000004
459,2,2957.7250000000004
459,3,2958.7250000000004
459,4,2959.7250000000004
459,5,2960.7250000000004
459,6,2961.7250000000004
459,7,2962.7250000000004
459,8,2963.7250000000004
460,4,2959.5750000000003
460,8,2963.5750000000003
460,7,2962.5750000000003
460,6,2961.5750000000003
460,5,2960.5750000000003
460,0,2955.5750000000003
460,3,2958.5750000000003
460,2,2957.5750000000003
460,1,2956.5750000000003
461,5,2960.425
461,7,2962.425
461,6,2961.425
461,8,2963.425
461,4,2959.425
461,0,2955.425
461,2,2957.425
461,1,2956.425
461,3,2958.425
462,8,2963.4
462,6,2961.4
462,7,2962.4
462,5,2960.4
462,4,2959.4
462,2,2957.4
462,1,2956.4
462,0,2955.4
462,3,2958.4
463,8,2963.3
463,5,2960.3
463,7,2962.3
463,6,2961.3
463,4,2959.3
463,0,2955.3
463,2,2957.3
463,1,2956.3
463,3,2958.3
464,7,2962.4
464,6,2961.4
464,5,2960.4
464,4,2959.4
464,8,2963.4
464,2,2957.4
464,1,2956.4
464,0,2955.4
464,3,2958.4
465,8,2963.125
465,7,2962.125
465,6,2961.125
465,5,2960.125
465,4,2959.125
465,3,2958.125
465,1,2956.125
465,0,2955.125
465,2,2957.125
466,7,2962.025
466,5,2960.025
466,6,2961.025
466,4,2959.025
466,8,2963.025
466,2,2957.025
466,1,2956.025
466,0,2955.025
466,3,2958.025
467,5,2959.925
467,7,2961.925
467,8,2962.925
467,6,2960.925
467,4,2958.925
467,0,2954.925
467,2,2956.925
467,3,2957.925
467,1,2955.925
468,0,2954.9500000000003
468,1,2955.9500000000003
468,2,2956.9500000000003
468,3,2957.9500000000003
468,4,2958.9500000000003
468,5,2959.9500000000003
468,6,2960.9500000000003
468,7,2961.9500000000003
468,8,2962.9500000000003
469,4,2958.8250000000003
469,8,2962.8250000000003
469,7,2961.8250000000003
469,6,2960.8250000000003
469,5,2959.8250000000003
469,3,2957.8250000000003
469,2,2956.8250000000003
469,1,2955.8250000000003
469,0,2954.8250000000003
470,0,2954.8
470,1,2955.8
470,2,2956.8
470,3,2957.8
470,4,2958.8
470,5,2959.8
470,6,2960.8
470,7,2961.8
470,8,2962.8
471,7,2961.4750000000004
471,6,2960.4750000000004
471,5,2959.4750000000004
471,8,2962.4750000000004
471,4,2958.4750000000004
471,2,2956.4750000000004
471,0,2954.4750000000004
471,3,2957.4750000000004
471,1,2955.4750000000004
472,0,2954.5
472,1,2955.5
472,2,2956.5
472,4,2958.5
472,5,2959.5
472,6,2960.5
472,7,2961.5
472,8,2962.5
472,3,2957.5
473,8,2962.5
473,7,2961.5
473,4,2958.5
473,6,2960.5
473,5,2959.5
473,3,2957.5
473,1,2955.5
473,0,2954.5
473,2,2956.5
474,8,2962.125
474,7,2961.125
474,6,2960.125
474,5,2959.125
474,4,2958.125
474,2,2956.125
474,1,2955.125
474,0,2954.125
474,3,2957.125
475,7,2961.1000000000004
475,4,2958.1000000000004
475,6,2960.1000000000004
475,5,2959.1000000000004
475,8,2962.1000000000004
475,3,2957.1000000000004
475,1,2955.1000000000004
475,0,2954.1000000000004
475,2,2956.1000000000004
476,0,2955.7250000000004
476,1,2956.7250000000004
476,2,2957.7250000000004
476,3,2958.7250000000004
476,4,2959.7250000000004
476,5,2960.7250000000004
476,6,2961.7250000000004
476,7,2962.7250000000004
476,8,2963.7250000000004
477,8,2963.5750000000003
477,7,2962.5750000000003
477,6,2961.5750000000003
477,5,2960.5750000000003
477,4,2959.5750000000003
477,2,2957.5750000000003
477,1,2956.5750000000003
477,0,2955.5750000000003
477,3,2958.5750000000003
478,3,2958.425
478,0,2955.425
478,1,2956.425
478,2,2957.425
478,4,2959.425
478,5,2960.425
478,6,2961.425
478,7,2962.425
478,8,2963.425
479,6,2961.4
479,5,2960.4
479,8,2963.4
479,7,2962.4
479,4,2959.4
479,3,2958.4
479,2,2957.4
479,1,2956.4
479,0,2955.4
480,8,2963.3
480,7,2962.3
480,6,2961.3
480,5,2960.3
480,4,2959.3
480,2,2957.3
480,1,2956.3
480,0,2955.3
480,3,2958.3
481,5,2960.4
481,8,2963.4
481,7,2962.4
481,6,2961.4
481,4,2959.4
481,3,2958.4
481,2,2957.4
481,1,2956.4
481,0,2955.4
482,0,2955.125
482,1,2956.125
482,2,2957.125
482,3,2958.125
482,4,2959.125
482,5,2960.125
482,6,2961.125
482,7,2962.125
482,8,2963.125
483,7,2962.025
483,6,2961.025
483,5,2960.025
483,4,2959.025
483,8,2963.025
483,2,2957.025
483,1,2956.025
483,0,2955.025
483,3,2958.025
484,8,2962.925
484,7,2961.925
484,6,2960.925
484,5,2959.925
484,4,2958.925
484,3,2957.925
484,2,2956.925
484,1,2955.925
484,0,2954.925
485,8,2962.9500000000003
485,7,2961.9500000000003
485,6,2960.9500000000003
485,5,2959.9500000000003
485,4,2958.9500000000003
485,3,2957.9500000000003
485,2,2956.9500000000003
485,1,2955.9500000000003
485,0,2954.9500000000003
486,0,2954.8250000000003
486,1,2955.8250000000003
486,2,2956.8250000000003
486,3,2957.8250000000003
486,4,2958.8250000000003
486,5,2959.8250000000003
486,6,2960.8250000000003
486,7,2961.8250000000003
486,8,2962.8250000000003
487,8,2962.8
487,6,2960.8
487,5,2959.8
487,4,2958.8
487,7,2961.8
487,2,2956.8
487,1,2955.8
487,0,2954.8
487,3,2957.8
488,8,2962.4750000000004
488,7,2961.4750000000004
488,6,2960.4750000000004
488,5,2959.4750000000004
488,4,2958.4750000000004
488,3,2957.4750000000004
488,2,2956.4750000000004
488,1,2955.4750000000004
488,0,2954.4750000000004
489,8,2962.5
489,6,2960.5
489,5,2959.5
489,4,2958.5
489,7,2961.5
489,2,2956.5
489,1,2955.5
489,0,2954.5
489,3,2957.5
490,8,2962.5
490,6,2960.5
490,5,2959.5
490,4,2958.5
490,7,2961.5
490,2,2956.5
490,1,2955.5
490,0,2954.5
490,3,2957.5
491,8,2962.125
491,7,2961.125
491,6,2960.125
491,5,2959.125
491,4,2958.125
491,3,2957.125
491,1,2955.125
491,0,2954.125
491,2,2956.125
492,8,2962.1000000000004
492,6,2960.1000000000004
492,7,2961.1000000000004
492,4,2958.1000000000004
492,5,2959.1000000000004
492,2,2956.1000000000004
492,0,2954.1000000000004
492,3,2957.1000000000004
492,1,2955.1000000000004
493,0,2955.7250000000004
493,1,2956.7250000000004
493,2,2957.7250000000004
493,3,2958.7250000000004
493,4,2959.7250000000004
493,5,2960.7250000000004
493,6,2961.7250000000004
493,7,2962.7250000000004
493,8,2963.7250000000004
494,5,2960.5750000000003
494,8,2963.5750000000003
494,7,2962.5750000000003
494,6,2961.5750000000003
494,4,2959.5750000000003
494,0,2955.5750000000003
494,2,2957.5750000000003
494,1,2956.5750000000003
494,3,2958.5750000000003
495,8,2963.425
495,5,2960.425
495,6,2961.425
495,4,2959.425
495,7,2962.425
495,2,2957.425
495,1,2956.425
495,0,2955.425
495,3,2958.425
